subject,language,movement,number,trial
eng_24_P29,english,outwards,29,56
eng_24_P29,english,inwards,24,57
eng_24_P29,english,outwards,27,58
eng_24_P29,english,inwards,21,59
eng_24_P29,english,outwards,11,60
eng_24_P29,english,inwards,1,61
eng_24_P29,english,outwards,4,62
eng_24_P29,english,inwards,7,63
eng_24_P29,english,outwards,9,64
eng_24_P29,english,inwards,14,65
eng_24_P29,english,outwards,15,66
eng_24_P29,english,inwards,19,67
eng_24_P29,english,outwards,27,68
eng_24_P29,english,inwards,30,69
eng_24_P29,english,outwards,12,70
eng_24_P29,english,inwards,14,71
eng_24_P29,english,outwards,9,72
eng_24_P29,english,inwards,7,73
eng_24_P29,english,outwards,2,74
eng_24_P29,english,inwards,1,75
eng_24_P29,english,outwards,4,76
eng_24_P29,english,inwards,9,77
eng_24_P29,english,outwards,6,78
eng_24_P29,english,inwards,22,79
eng_24_P29,english,outwards,23,80
eng_24_P30,english,inwards,6,1
eng_24_P30,english,outwards,8,2
eng_24_P30,english,inwards,13,3
eng_24_P30,english,outwards,17,4
eng_24_P30,english,inwards,19,5
eng_24_P30,english,outwards,23,6
eng_24_P30,english,inwards,27,7
eng_24_P30,english,outwards,24,8
eng_24_P30,english,inwards,16,9
eng_24_P30,english,outwards,8,10
eng_24_P30,english,inwards,4,11
eng_24_P30,english,outwards,9,12
eng_24_P30,english,inwards,16,13
eng_24_P30,english,outwards,25,14
eng_24_P30,english,inwards,1,15
eng_24_P30,english,outwards,2,16
eng_24_P30,english,inwards,3,17
eng_24_P30,english,outwards,7,18
eng_24_P30,english,inwards,13,19
eng_24_P30,english,outwards,27,20
eng_24_P30,english,inwards,29,21
eng_24_P30,english,outwards,21,22
eng_24_P30,english,inwards,17,23
eng_24_P30,english,outwards,19,24
eng_24_P30,english,inwards,11,25
eng_24_P30,english,outwards,16,26
eng_24_P30,english,inwards,21,27
eng_24_P30,english,outwards,26,28
eng_24_P30,english,inwards,4,29
eng_24_P30,english,outwards,9,30
eng_24_P30,english,inwards,14,31
eng_24_P30,english,outwards,19,32
eng_24_P30,english,inwards,6,33
eng_24_P30,english,outwards,30,34
eng_24_P30,english,inwards,20,35
eng_24_P30,english,outwards,27,36
eng_24_P30,english,inwards,12,37
eng_24_P30,english,outwards,8,38
eng_24_P30,english,inwards,5,39
eng_24_P30,english,outwards,3,40
eng_24_P30,english,inwards,2,41
eng_24_P30,english,outwards,8,42
eng_24_P30,english,inwards,16,43
eng_24_P30,english,outwards,25,44
eng_24_P30,english,inwards,18,45
eng_24_P30,english,outwards,16,46
eng_24_P30,english,inwards,12,47
eng_24_P30,english,outwards,4,48
eng_24_P30,english,inwards,28,49
eng_24_P30,english,outwards,27,50
eng_24_P30,english,inwards,12,51
eng_24_P30,english,outwards,13,52
eng_24_P30,english,inwards,17,53
eng_24_P30,english,outwards,29,54
eng_24_P30,english,inwards,30,55
eng_24_P30,english,outwards,9,56
eng_24_P30,english,inwards,15,57
eng_24_P30,english,outwards,21,58
eng_24_P30,english,inwards,4,59
eng_24_P30,english,outwards,7,60
eng_24_P30,english,inwards,10,61
eng_24_P30,english,outwards,30,62
eng_24_P30,english,inwards,16,63
eng_24_P30,english,outwards,22,64
eng_24_P30,english,inwards,28,65
eng_24_P30,english,outwards,1,66
eng_24_P30,english,inwards,8,67
eng_24_P30,english,outwards,12,68
eng_24_P30,english,inwards,22,69
eng_24_P30,english,outwards,26,70
eng_24_P30,english,inwards,21,71
eng_24_P30,english,outwards,17,72
eng_24_P30,english,inwards,14,73
eng_24_P30,english,outwards,12,74
eng_24_P30,english,inwards,10,75
eng_24_P30,english,outwards,8,76
eng_24_P30,english,inwards,6,77
eng_24_P30,english,outwards,8,78
eng_24_P30,english,inwards,16,79
eng_24_P30,english,outwards,24,80
eng_24_P31,english,inwards,27,1
eng_24_P31,english,outwards,18,2
eng_24_P31,english,inwards,24,3
eng_24_P31,english,outwards,19,4
eng_24_P31,english,inwards,8,5
eng_24_P31,english,outwards,12,6
eng_24_P31,english,inwards,1,7
eng_24_P31,english,outwards,15,8
eng_24_P31,english,inwards,3,9
eng_24_P31,english,outwards,14,10
eng_24_P31,english,inwards,9,11
eng_24_P31,english,outwards,10,12
eng_24_P31,english,inwards,11,13
eng_24_P31,english,outwards,8,14
eng_24_P31,english,inwards,7,15
eng_24_P31,english,outwards,6,16
eng_24_P31,english,inwards,1,17
eng_24_P31,english,outwards,15,18
eng_24_P31,english,inwards,19,19
eng_24_P31,english,outwards,27,20
eng_24_P31,english,inwards,30,21
eng_24_P31,english,outwards,4,22
eng_24_P31,english,inwards,1,23
eng_24_P31,english,outwards,13,24
eng_24_P31,english,inwards,18,25
eng_24_P31,english,outwards,14,26
eng_24_P31,english,inwards,3,27
eng_24_P31,english,outwards,8,28
eng_24_P31,english,inwards,5,29
eng_24_P31,english,outwards,12,30
eng_24_P31,english,inwards,11,31
eng_24_P31,english,outwards,7,32
eng_24_P31,english,inwards,4,33
eng_24_P31,english,outwards,14,34
eng_24_P31,english,inwards,22,35
eng_24_P31,english,outwards,16,36
eng_24_P31,english,inwards,13,37
eng_24_P31,english,outwards,11,38
eng_24_P31,english,inwards,4,39
eng_24_P31,english,outwards,3,40
eng_24_P31,english,inwards,1,41
eng_24_P31,english,outwards,5,42
eng_24_P31,english,inwards,7,43
eng_24_P31,english,outwards,6,44
eng_24_P31,english,inwards,1,45
eng_24_P31,english,outwards,25,46
eng_24_P31,english,inwards,3,47
eng_24_P31,english,outwards,4,48
eng_24_P31,english,inwards,11,49
eng_24_P31,english,outwards,2,50
eng_24_P31,english,inwards,28,51
eng_24_P31,english,outwards,7,52
eng_24_P31,english,inwards,3,53
eng_24_P31,english,outwards,8,54
eng_24_P31,english,inwards,4,55
eng_24_P31,english,outwards,11,56
eng_24_P31,english,inwards,30,57
eng_24_P31,english,outwards,20,58
eng_24_P31,english,inwards,4,59
eng_24_P31,english,outwards,6,60
eng_24_P31,english,inwards,3,61
eng_24_P31,english,outwards,2,62
eng_24_P31,english,inwards,9,63
eng_24_P31,english,outwards,11,64
eng_24_P31,english,inwards,12,65
eng_24_P31,english,outwards,23,66
eng_24_P31,english,inwards,24,67
eng_24_P31,english,outwards,25,68
eng_24_P31,english,inwards,27,69
eng_24_P31,english,outwards,30,70
eng_24_P31,english,inwards,12,71
eng_24_P31,english,outwards,6,72
eng_24_P31,english,inwards,4,73
eng_24_P31,english,outwards,9,74
eng_24_P31,english,inwards,11,75
eng_24_P31,english,outwards,2,76
eng_24_P31,english,inwards,3,77
eng_24_P31,english,outwards,7,78
eng_24_P31,english,inwards,5,79
eng_24_P31,english,outwards,13,80
eng_24_P32,english,inwards,3,1
eng_24_P32,english,outwards,2,2
eng_24_P32,english,inwards,26,3
eng_24_P32,english,outwards,5,4
eng_24_P32,english,inwards,7,5
eng_24_P32,english,outwards,3,6
eng_24_P32,english,inwards,16,7
eng_24_P32,english,outwards,22,8
eng_24_P32,english,inwards,19,9
eng_24_P32,english,outwards,2,10
eng_24_P32,english,inwards,10,11
eng_24_P32,english,outwards,11,12
eng_24_P32,english,inwards,6,13
eng_24_P32,english,outwards,22,14
eng_24_P32,english,inwards,29,15
eng_24_P32,english,outwards,2,16
eng_24_P32,english,inwards,30,17
eng_24_P32,english,outwards,3,18
eng_24_P32,english,inwards,6,19
eng_24_P32,english,outwards,7,20
eng_24_P32,english,inwards,8,21
eng_24_P32,english,outwards,9,22
eng_24_P32,english,inwards,6,23
eng_24_P32,english,outwards,19,24
eng_24_P32,english,inwards,20,25
eng_24_P32,english,outwards,22,26
eng_24_P32,english,inwards,16,27
eng_24_P32,english,outwards,5,28
eng_24_P32,english,inwards,7,29
eng_24_P32,english,outwards,4,30
eng_24_P32,english,inwards,6,31
eng_24_P32,english,outwards,9,32
eng_24_P32,english,inwards,2,33
eng_24_P32,english,outwards,11,34
eng_24_P32,english,inwards,6,35
eng_24_P32,english,outwards,22,36
eng_24_P32,english,inwards,23,37
eng_24_P32,english,outwards,10,38
eng_24_P32,english,inwards,11,39
eng_24_P32,english,outwards,10,40
eng_24_P32,english,inwards,16,41
eng_24_P32,english,outwards,17,42
eng_24_P32,english,inwards,22,43
eng_24_P32,english,outwards,16,44
eng_24_P32,english,inwards,5,45
eng_24_P32,english,outwards,7,46
eng_24_P32,english,inwards,8,47
eng_24_P32,english,outwards,3,48
eng_24_P32,english,inwards,20,49
eng_24_P32,english,outwards,19,50
eng_24_P32,english,inwards,2,51
eng_24_P32,english,outwards,6,52
eng_24_P32,english,inwards,7,53
eng_24_P32,english,outwards,20,54
eng_24_P32,english,inwards,27,55
eng_24_P32,english,outwards,30,56
eng_24_P32,english,inwards,20,57
eng_24_P32,english,outwards,19,58
eng_24_P32,english,inwards,6,59
eng_24_P32,english,outwards,3,60
eng_24_P32,english,inwards,6,61
eng_24_P32,english,outwards,10,62
eng_24_P32,english,inwards,12,63
eng_24_P32,english,outwards,14,64
eng_24_P32,english,inwards,6,65
eng_24_P32,english,outwards,20,66
eng_24_P32,english,inwards,21,67
eng_24_P32,english,outwards,6,68
eng_24_P32,english,inwards,2,69
eng_24_P32,english,outwards,1,70
eng_24_P32,english,inwards,5,71
eng_24_P32,english,outwards,17,72
eng_24_P32,english,inwards,19,73
eng_24_P32,english,outwards,20,74
eng_24_P32,english,inwards,26,75
eng_24_P32,english,outwards,28,76
eng_24_P32,english,inwards,3,77
eng_24_P32,english,outwards,7,78
eng_24_P32,english,inwards,6,79
eng_24_P32,english,outwards,10,80
eng_24_P33,english,inwards,7,1
eng_24_P33,english,outwards,6,2
eng_24_P33,english,inwards,20,3
eng_24_P33,english,outwards,1,4
eng_24_P33,english,inwards,30,5
eng_24_P33,english,outwards,24,6
eng_24_P33,english,inwards,17,7
eng_24_P33,english,outwards,19,8
eng_24_P33,english,inwards,20,9
eng_24_P33,english,outwards,28,10
eng_24_P33,english,inwards,8,11
eng_24_P33,english,outwards,4,12
eng_24_P33,english,inwards,3,13
eng_24_P33,english,outwards,9,14
eng_24_P33,english,inwards,20,15
eng_24_P33,english,outwards,29,16
eng_24_P33,english,inwards,26,17
eng_24_P33,english,outwards,11,18
eng_24_P33,english,inwards,13,19
eng_24_P33,english,outwards,15,20
eng_24_P33,english,inwards,6,21
eng_24_P33,english,outwards,5,22
eng_24_P33,english,inwards,2,23
eng_24_P33,english,outwards,18,24
eng_24_P33,english,inwards,23,25
eng_24_P33,english,outwards,29,26
eng_24_P33,english,inwards,24,27
eng_24_P33,english,outwards,6,28
eng_24_P33,english,inwards,8,29
eng_24_P33,english,outwards,15,30
eng_24_P33,english,inwards,19,31
eng_24_P33,english,outwards,3,32
eng_24_P33,english,inwards,26,33
eng_24_P33,english,outwards,25,34
eng_24_P33,english,inwards,23,35
eng_24_P33,english,outwards,29,36
eng_24_P33,english,inwards,14,37
eng_24_P33,english,outwards,12,38
eng_24_P33,english,inwards,5,39
eng_24_P33,english,outwards,4,40
eng_24_P33,english,inwards,13,41
eng_24_P33,english,outwards,15,42
eng_24_P33,english,inwards,18,43
eng_24_P33,english,outwards,19,44
eng_24_P33,english,inwards,1,45
eng_24_P33,english,outwards,3,46
eng_24_P33,english,inwards,5,47
eng_24_P33,english,outwards,7,48
eng_24_P33,english,inwards,11,49
eng_24_P33,english,outwards,13,50
eng_24_P33,english,inwards,19,51
eng_24_P33,english,outwards,25,52
eng_24_P33,english,inwards,24,53
eng_24_P33,english,outwards,23,54
eng_24_P33,english,inwards,6,55
eng_24_P33,english,outwards,7,56
eng_24_P33,english,inwards,20,57
eng_24_P33,english,outwards,3,58
eng_24_P33,english,inwards,9,59
eng_24_P33,english,outwards,11,60
eng_24_P33,english,inwards,12,61
eng_24_P33,english,outwards,15,62
eng_24_P33,english,inwards,4,63
eng_24_P33,english,outwards,8,64
eng_24_P33,english,inwards,23,65
eng_24_P33,english,outwards,29,66
eng_24_P33,english,inwards,1,67
eng_24_P33,english,outwards,6,68
eng_24_P33,english,inwards,7,69
eng_24_P33,english,outwards,3,70
eng_24_P33,english,inwards,5,71
eng_24_P33,english,outwards,11,72
eng_24_P33,english,inwards,18,73
eng_24_P33,english,outwards,19,74
eng_24_P33,english,inwards,20,75
eng_24_P33,english,outwards,23,76
eng_24_P33,english,inwards,25,77
eng_24_P33,english,outwards,19,78
eng_24_P33,english,inwards,21,79
eng_24_P33,english,outwards,8,80
eng_24_P34,english,inwards,7,1
eng_24_P34,english,outwards,14,2
eng_24_P34,english,inwards,5,3
eng_24_P34,english,outwards,10,4
eng_24_P34,english,inwards,8,5
eng_24_P34,english,outwards,16,6
eng_24_P34,english,inwards,3,7
eng_24_P34,english,outwards,7,8
eng_24_P34,english,inwards,10,9
eng_24_P34,english,outwards,24,10
eng_24_P34,english,inwards,25,11
eng_24_P34,english,outwards,26,12
eng_24_P34,english,inwards,18,13
eng_24_P34,english,outwards,14,14
eng_24_P34,english,inwards,17,15
eng_24_P34,english,outwards,13,16
eng_24_P34,english,inwards,15,17
eng_24_P34,english,outwards,29,18
eng_24_P34,english,inwards,27,19
eng_24_P34,english,outwards,8,20
eng_24_P34,english,inwards,1,21
eng_24_P34,english,outwards,3,22
eng_24_P34,english,inwards,8,23
eng_24_P34,english,outwards,9,24
eng_24_P34,english,inwards,7,25
eng_24_P34,english,outwards,25,26
eng_24_P34,english,inwards,24,27
eng_24_P34,english,outwards,16,28
eng_24_P34,english,inwards,17,29
eng_24_P34,english,outwards,18,30
eng_24_P34,english,inwards,7,31
eng_24_P34,english,outwards,8,32
eng_24_P34,english,inwards,19,33
eng_24_P34,english,outwards,20,34
eng_24_P34,english,inwards,21,35
eng_24_P34,english,outwards,28,36
eng_24_P34,english,inwards,27,37
eng_24_P34,english,outwards,26,38
eng_24_P34,english,inwards,3,39
eng_24_P34,english,outwards,5,40
eng_24_P34,english,inwards,6,41
eng_24_P34,english,outwards,14,42
eng_24_P34,english,inwards,18,43
eng_24_P34,english,outwards,6,44
eng_24_P34,english,inwards,7,45
eng_24_P34,english,outwards,8,46
eng_24_P34,english,inwards,9,47
eng_24_P34,english,outwards,11,48
eng_24_P34,english,inwards,13,49
eng_24_P34,english,outwards,16,50
eng_24_P34,english,inwards,17,51
eng_24_P34,english,outwards,20,52
eng_24_P34,english,inwards,22,53
eng_24_P34,english,outwards,24,54
eng_24_P34,english,inwards,27,55
eng_24_P34,english,outwards,25,56
eng_24_P34,english,inwards,3,57
eng_24_P34,english,outwards,6,58
eng_24_P34,english,inwards,7,59
eng_24_P34,english,outwards,8,60
eng_24_P34,english,inwards,9,61
eng_24_P34,english,outwards,12,62
eng_24_P34,english,inwards,13,63
eng_24_P34,english,outwards,15,64
eng_24_P34,english,inwards,18,65
eng_24_P34,english,outwards,17,66
eng_24_P34,english,inwards,16,67
eng_24_P34,english,outwards,5,68
eng_24_P34,english,inwards,3,69
eng_24_P34,english,outwards,2,70
eng_24_P34,english,inwards,1,71
eng_24_P34,english,outwards,20,72
eng_24_P34,english,inwards,25,73
eng_24_P34,english,outwards,16,74
eng_24_P34,english,inwards,17,75
eng_24_P34,english,outwards,12,76
eng_24_P34,english,inwards,30,77
eng_24_P34,english,outwards,29,78
eng_24_P34,english,inwards,27,79
eng_24_P34,english,outwards,26,80
eng_24_P35,english,inwards,2,1
eng_24_P35,english,outwards,5,2
eng_24_P35,english,inwards,20,3
eng_24_P35,english,outwards,30,4
eng_24_P35,english,inwards,7,5
eng_24_P35,english,outwards,15,6
eng_24_P35,english,inwards,4,7
eng_24_P35,english,outwards,3,8
eng_24_P35,english,inwards,20,9
eng_24_P35,english,outwards,29,10
eng_24_P35,english,inwards,3,11
eng_24_P35,english,outwards,4,12
eng_24_P35,english,inwards,10,13
eng_24_P35,english,outwards,20,14
eng_24_P35,english,inwards,30,15
eng_24_P35,english,outwards,24,16
eng_24_P35,english,inwards,5,17
eng_24_P35,english,outwards,26,18
eng_24_P35,english,inwards,2,19
eng_24_P35,english,outwards,14,20
eng_24_P35,english,inwards,3,21
eng_24_P35,english,outwards,21,22
eng_24_P35,english,inwards,30,23
eng_24_P35,english,outwards,1,24
eng_24_P35,english,inwards,24,25
eng_24_P35,english,outwards,3,26
eng_24_P35,english,inwards,9,27
eng_24_P35,english,outwards,10,28
eng_24_P35,english,inwards,27,29
eng_24_P35,english,outwards,30,30
eng_24_P35,english,inwards,1,31
eng_24_P35,english,outwards,29,32
eng_24_P35,english,inwards,5,33
eng_24_P35,english,outwards,3,34
eng_24_P35,english,inwards,21,35
eng_24_P35,english,outwards,30,36
eng_24_P35,english,inwards,12,37
eng_24_P35,english,outwards,11,38
eng_24_P35,english,inwards,3,39
eng_24_P35,english,outwards,28,40
eng_24_P35,english,inwards,12,41
eng_24_P35,english,outwards,14,42
eng_24_P35,english,inwards,2,43
eng_24_P35,english,outwards,5,44
eng_24_P35,english,inwards,30,45
eng_24_P35,english,outwards,23,46
eng_24_P35,english,inwards,6,47
eng_24_P35,english,outwards,10,48
eng_24_P35,english,inwards,14,49
eng_24_P35,english,outwards,22,50
eng_24_P35,english,inwards,23,51
eng_24_P35,english,outwards,1,52
eng_24_P35,english,inwards,4,53
eng_24_P35,english,outwards,22,54
eng_24_P35,english,inwards,7,55
eng_24_P35,english,outwards,12,56
eng_24_P35,english,inwards,11,57
eng_24_P35,english,outwards,3,58
eng_24_P35,english,inwards,5,59
eng_24_P35,english,outwards,22,60
eng_24_P35,english,inwards,16,61
eng_24_P35,english,outwards,19,62
eng_24_P35,english,inwards,24,63
eng_24_P35,english,outwards,28,64
eng_24_P35,english,inwards,3,65
eng_24_P35,english,outwards,16,66
eng_24_P35,english,inwards,14,67
eng_24_P35,english,outwards,12,68
eng_24_P35,english,inwards,1,69
eng_24_P35,english,outwards,30,70
eng_24_P35,english,inwards,22,71
eng_24_P35,english,outwards,18,72
eng_24_P35,english,inwards,3,73
eng_24_P35,english,outwards,4,74
eng_24_P35,english,inwards,5,75
eng_24_P35,english,outwards,22,76
eng_24_P35,english,inwards,16,77
eng_24_P35,english,outwards,10,78
eng_24_P35,english,inwards,8,79
eng_24_P35,english,outwards,6,80
eng_24_P36,english,inwards,7,1
eng_24_P36,english,outwards,16,2
eng_24_P36,english,inwards,19,3
eng_24_P36,english,outwards,1,4
eng_24_P36,english,inwards,4,5
eng_24_P36,english,outwards,2,6
eng_24_P36,english,inwards,16,7
eng_24_P36,english,outwards,19,8
eng_24_P36,english,inwards,22,9
eng_24_P36,english,outwards,29,10
eng_24_P36,english,inwards,27,11
eng_24_P36,english,outwards,16,12
eng_24_P36,english,inwards,4,13
eng_24_P36,english,outwards,7,14
eng_24_P36,english,inwards,11,15
eng_24_P36,english,outwards,15,16
eng_24_P36,english,inwards,9,17
eng_24_P36,english,outwards,16,18
eng_24_P36,english,inwards,19,19
eng_24_P36,english,outwards,22,20
eng_24_P36,english,inwards,30,21
eng_24_P36,english,outwards,27,22
eng_24_P36,english,inwards,26,23
eng_24_P36,english,outwards,1,24
eng_24_P36,english,inwards,11,25
eng_24_P36,english,outwards,14,26
eng_24_P36,english,inwards,18,27
eng_24_P36,english,outwards,20,28
eng_24_P36,english,inwards,9,29
eng_24_P36,english,outwards,5,30
eng_24_P36,english,inwards,16,31
eng_24_P36,english,outwards,19,32
eng_24_P36,english,inwards,24,33
eng_24_P36,english,outwards,5,34
eng_24_P36,english,inwards,11,35
eng_24_P36,english,outwards,19,36
eng_24_P36,english,inwards,16,37
eng_24_P36,english,outwards,29,38
eng_24_P36,english,inwards,28,39
eng_24_P36,english,outwards,9,40
eng_24_P36,english,inwards,6,41
eng_24_P36,english,outwards,15,42
eng_24_P36,english,inwards,21,43
eng_24_P36,english,outwards,30,44
eng_24_P36,english,inwards,7,45
eng_24_P36,english,outwards,11,46
eng_24_P36,english,inwards,16,47
eng_24_P36,english,outwards,20,48
eng_24_P36,english,inwards,23,49
eng_24_P36,english,outwards,3,50
eng_24_P36,english,inwards,11,51
eng_24_P36,english,outwards,12,52
eng_24_P36,english,inwards,18,53
eng_24_P36,english,outwards,21,54
eng_24_P36,english,inwards,27,55
eng_24_P36,english,outwards,3,56
eng_24_P36,english,inwards,16,57
eng_24_P36,english,outwards,22,58
eng_24_P36,english,inwards,30,59
eng_24_P36,english,outwards,26,60
eng_24_P36,english,inwards,21,61
eng_24_P36,english,outwards,7,62
eng_24_P36,english,inwards,12,63
eng_24_P36,english,outwards,15,64
eng_24_P36,english,inwards,18,65
eng_24_P36,english,outwards,19,66
eng_24_P36,english,inwards,7,67
eng_24_P36,english,outwards,4,68
eng_24_P36,english,inwards,1,69
eng_24_P36,english,outwards,29,70
eng_24_P36,english,inwards,21,71
eng_24_P36,english,outwards,8,72
eng_24_P36,english,inwards,15,73
eng_24_P36,english,outwards,18,74
eng_24_P36,english,inwards,19,75
eng_24_P36,english,outwards,25,76
eng_24_P36,english,inwards,7,77
eng_24_P36,english,outwards,16,78
eng_24_P36,english,inwards,18,79
eng_24_P36,english,outwards,19,80
it_23_P01,italian,outwards,1,1
it_23_P01,italian,inwards,5,2
it_23_P01,italian,outwards,7,3
it_23_P01,italian,inwards,12,4
it_23_P01,italian,outwards,3,5
it_23_P01,italian,inwards,21,6
it_23_P01,italian,outwards,30,7
it_23_P01,italian,inwards,27,8
it_23_P01,italian,outwards,18,9
it_23_P01,italian,inwards,13,10
it_23_P01,italian,outwards,4,11
it_23_P01,italian,inwards,30,12
it_23_P01,italian,outwards,15,13
it_23_P01,italian,inwards,3,14
it_23_P01,italian,outwards,20,15
it_23_P01,italian,inwards,18,16
it_23_P01,italian,outwards,24,17
it_23_P01,italian,inwards,22,18
it_23_P01,italian,outwards,12,19
it_23_P01,italian,inwards,15,20
it_23_P01,italian,outwards,16,21
it_23_P01,italian,inwards,4,22
it_23_P01,italian,outwards,7,23
it_23_P01,italian,inwards,8,24
it_23_P01,italian,outwards,1,25
it_23_P01,italian,inwards,22,26
it_23_P01,italian,outwards,8,27
it_23_P01,italian,inwards,9,28
it_23_P01,italian,outwards,12,29
it_23_P01,italian,inwards,20,30
it_23_P01,italian,outwards,4,31
it_23_P01,italian,inwards,7,32
it_23_P01,italian,outwards,21,33
it_23_P01,italian,inwards,12,34
it_23_P01,italian,outwards,3,35
it_23_P01,italian,inwards,30,36
it_23_P01,italian,outwards,29,37
it_23_P01,italian,inwards,24,38
it_23_P01,italian,outwards,25,39
it_23_P01,italian,inwards,2,40
it_23_P01,italian,outwards,6,41
it_23_P01,italian,inwards,7,42
it_23_P01,italian,outwards,10,43
it_23_P01,italian,inwards,25,44
it_23_P01,italian,outwards,24,45
it_23_P01,italian,inwards,10,46
it_23_P01,italian,outwards,7,47
it_23_P01,italian,inwards,3,48
it_23_P01,italian,outwards,29,49
it_23_P01,italian,inwards,27,50
it_23_P01,italian,outwards,16,51
it_23_P01,italian,inwards,17,52
it_23_P01,italian,outwards,14,53
it_23_P01,italian,inwards,21,54
it_23_P01,italian,outwards,4,55
it_23_P01,italian,inwards,5,56
it_23_P01,italian,outwards,12,57
it_23_P01,italian,inwards,17,58
it_23_P01,italian,outwards,21,59
it_23_P01,italian,inwards,24,60
it_23_P01,italian,outwards,25,61
it_23_P01,italian,inwards,2,62
it_23_P01,italian,outwards,1,63
it_23_P01,italian,inwards,13,64
it_23_P01,italian,outwards,10,65
it_23_P01,italian,inwards,9,66
it_23_P01,italian,outwards,3,67
it_23_P01,italian,inwards,23,68
it_23_P01,italian,outwards,27,69
it_23_P01,italian,inwards,24,70
it_23_P01,italian,outwards,30,71
it_23_P01,italian,inwards,29,72
it_23_P01,italian,outwards,4,73
it_23_P01,italian,inwards,22,74
it_23_P01,italian,outwards,20,75
it_23_P01,italian,inwards,13,76
it_23_P01,italian,outwards,14,77
it_23_P01,italian,inwards,10,78
it_23_P01,italian,outwards,12,79
it_23_P01,italian,inwards,22,80
it_23_P01,italian,outwards,30,81
it_23_P01,italian,inwards,1,82
it_23_P01,italian,outwards,7,83
it_23_P01,italian,inwards,12,84
it_23_P01,italian,outwards,26,85
it_23_P01,italian,inwards,27,86
it_23_P02,italian,outwards,21,1
it_23_P02,italian,inwards,23,2
it_23_P02,italian,outwards,8,3
it_23_P02,italian,inwards,30,4
it_23_P02,italian,outwards,4,5
it_23_P02,italian,inwards,4,6
it_23_P02,italian,outwards,21,7
it_23_P02,italian,inwards,12,8
it_23_P02,italian,outwards,28,9
it_23_P02,italian,inwards,7,10
it_23_P02,italian,outwards,14,11
it_23_P02,italian,inwards,28,12
it_23_P02,italian,outwards,30,13
it_23_P02,italian,inwards,4,14
it_23_P02,italian,outwards,8,15
it_23_P02,italian,inwards,9,16
it_23_P02,italian,outwards,16,17
it_23_P02,italian,inwards,4,18
it_23_P02,italian,outwards,23,19
it_23_P02,italian,inwards,7,20
it_23_P02,italian,outwards,8,21
it_23_P02,italian,inwards,4,22
it_23_P02,italian,outwards,20,23
it_23_P02,italian,inwards,30,24
it_23_P02,italian,outwards,6,25
it_23_P02,italian,inwards,2,26
it_23_P02,italian,outwards,28,27
it_23_P02,italian,inwards,21,28
it_23_P02,italian,outwards,3,29
it_23_P02,italian,inwards,29,30
it_23_P02,italian,outwards,4,31
it_23_P02,italian,inwards,30,32
it_23_P02,italian,outwards,18,33
it_23_P02,italian,inwards,16,34
it_23_P02,italian,outwards,4,35
it_23_P02,italian,inwards,9,36
it_23_P02,italian,outwards,13,37
it_23_P02,italian,inwards,22,38
it_23_P02,italian,outwards,21,39
it_23_P02,italian,inwards,11,40
it_23_P02,italian,outwards,3,41
it_23_P02,italian,inwards,30,42
it_23_P02,italian,outwards,24,43
it_23_P02,italian,inwards,2,44
it_23_P02,italian,outwards,21,45
it_23_P02,italian,inwards,3,46
it_23_P02,italian,outwards,13,47
it_23_P02,italian,inwards,17,48
it_23_P02,italian,outwards,28,49
it_23_P02,italian,inwards,2,50
it_23_P02,italian,outwards,20,51
it_23_P02,italian,inwards,1,52
it_23_P02,italian,outwards,2,53
it_23_P02,italian,inwards,18,54
it_23_P02,italian,outwards,30,55
it_23_P02,italian,inwards,14,56
it_23_P02,italian,outwards,30,57
it_23_P02,italian,inwards,8,58
it_23_P02,italian,outwards,9,59
it_23_P02,italian,inwards,26,60
it_23_P02,italian,outwards,17,61
it_23_P02,italian,inwards,21,62
it_23_P02,italian,outwards,2,63
it_23_P02,italian,inwards,8,64
it_23_P02,italian,outwards,13,65
it_23_P02,italian,inwards,9,66
it_23_P02,italian,outwards,21,67
it_23_P02,italian,inwards,1,68
it_23_P02,italian,outwards,4,69
it_23_P02,italian,inwards,8,70
it_23_P02,italian,outwards,30,71
it_23_P02,italian,inwards,18,72
it_23_P02,italian,outwards,12,73
it_23_P02,italian,inwards,27,74
it_23_P02,italian,outwards,1,75
it_23_P02,italian,inwards,19,76
it_23_P02,italian,outwards,23,77
it_23_P02,italian,inwards,21,78
it_23_P02,italian,outwards,24,79
it_23_P02,italian,inwards,3,80
it_23_P03,italian,outwards,3,1
it_23_P03,italian,inwards,5,2
it_23_P03,italian,outwards,15,3
it_23_P03,italian,inwards,18,4
it_23_P03,italian,outwards,30,5
it_23_P03,italian,inwards,23,6
it_23_P03,italian,outwards,26,7
it_23_P03,italian,inwards,16,8
it_23_P03,italian,outwards,19,9
it_23_P03,italian,inwards,23,10
it_23_P03,italian,outwards,18,11
it_23_P03,italian,inwards,4,12
it_23_P03,italian,outwards,14,13
it_23_P03,italian,inwards,16,14
it_23_P03,italian,outwards,19,15
it_23_P03,italian,inwards,8,16
it_23_P03,italian,outwards,4,17
it_23_P03,italian,inwards,2,18
it_23_P03,italian,outwards,10,19
it_23_P03,italian,inwards,12,20
it_23_P03,italian,outwards,4,21
it_23_P03,italian,inwards,5,22
it_23_P03,italian,outwards,10,23
it_23_P03,italian,inwards,12,24
it_23_P03,italian,outwards,14,25
it_23_P03,italian,inwards,4,26
