subject,trial.no,number,hand,RT,correct
nuerk_2005_025,105,4,left,439,1
nuerk_2005_025,106,9,right,554,1
nuerk_2005_025,107,3,right,724,1
nuerk_2005_025,108,5,right,477,1
nuerk_2005_025,109,3,right,500,1
nuerk_2005_025,110,8,left,457,1
nuerk_2005_025,111,3,right,556,1
nuerk_2005_025,112,7,right,451,1
nuerk_2005_025,113,5,right,546,1
nuerk_2005_025,114,0,left,439,1
nuerk_2005_025,115,4,left,479,1
nuerk_2005_025,116,8,left,442,1
nuerk_2005_025,117,5,right,878,1
nuerk_2005_025,118,0,left,514,1
nuerk_2005_025,119,9,right,448,1
nuerk_2005_025,120,2,left,469,1
nuerk_2005_025,121,9,right,516,1
nuerk_2005_025,122,4,left,535,1
nuerk_2005_025,123,0,left,504,1
nuerk_2005_025,124,6,left,420,0
nuerk_2005_025,125,5,right,544,1
nuerk_2005_025,126,8,left,376,1
nuerk_2005_025,127,6,left,394,1
nuerk_2005_025,128,0,left,488,1
nuerk_2005_025,129,0,left,484,1
nuerk_2005_025,130,5,right,376,1
nuerk_2005_025,131,7,right,407,1
nuerk_2005_025,132,1,right,523,1
nuerk_2005_025,133,3,right,780,1
nuerk_2005_025,134,6,left,676,0
nuerk_2005_025,135,7,right,494,1
nuerk_2005_025,136,5,right,463,1
nuerk_2005_025,137,3,right,490,1
nuerk_2005_025,138,5,right,546,1
nuerk_2005_025,139,6,left,347,1
nuerk_2005_025,140,8,left,440,0
nuerk_2005_025,141,9,right,522,1
nuerk_2005_025,142,0,left,574,1
nuerk_2005_025,143,5,right,579,1
nuerk_2005_025,144,1,right,444,1
nuerk_2005_025,145,8,left,445,1
nuerk_2005_025,146,7,right,593,1
nuerk_2005_025,147,6,left,504,1
nuerk_2005_025,148,1,right,404,1
nuerk_2005_025,149,2,left,360,1
nuerk_2005_025,150,9,right,602,1
nuerk_2005_025,151,4,left,426,1
nuerk_2005_025,152,4,left,418,1
nuerk_2005_025,153,4,left,354,1
nuerk_2005_025,154,1,right,376,1
nuerk_2005_025,155,3,right,450,1
nuerk_2005_025,156,2,left,414,1
nuerk_2005_025,157,2,left,328,1
nuerk_2005_025,158,7,right,400,1
nuerk_2005_025,159,4,left,430,0
nuerk_2005_025,160,5,right,516,1
nuerk_2005_025,161,1,right,570,1
nuerk_2005_025,162,1,right,373,1
nuerk_2005_025,163,0,left,748,1
nuerk_2005_025,164,6,left,499,0
nuerk_2005_025,165,2,left,630,1
nuerk_2005_025,166,7,right,472,1
nuerk_2005_025,167,7,right,404,1
nuerk_2005_025,168,4,left,431,1
nuerk_2005_025,169,1,right,531,1
nuerk_2005_025,170,0,left,488,1
nuerk_2005_025,171,8,left,426,1
nuerk_2005_025,172,7,right,419,1
nuerk_2005_025,173,0,left,440,1
nuerk_2005_025,174,1,right,590,1
nuerk_2005_025,175,6,left,529,1
nuerk_2005_025,176,1,right,572,1
nuerk_2005_025,177,5,right,445,0
nuerk_2005_025,178,2,left,486,1
nuerk_2005_025,179,8,left,552,1
nuerk_2005_025,180,4,left,444,1
nuerk_2005_025,181,6,left,432,1
nuerk_2005_025,182,3,right,402,1
nuerk_2005_025,183,9,right,475,1
nuerk_2005_025,184,8,left,421,0
nuerk_2005_025,185,8,left,371,1
nuerk_2005_025,186,0,left,500,1
nuerk_2005_025,187,2,left,384,1
nuerk_2005_025,188,3,right,492,1
nuerk_2005_025,189,9,right,632,1
nuerk_2005_025,190,6,left,474,1
nuerk_2005_025,191,9,right,622,1
nuerk_2005_025,192,8,left,526,1
nuerk_2005_025,193,2,left,433,1
nuerk_2005_025,194,2,left,386,1
nuerk_2005_025,195,3,right,410,1
nuerk_2005_025,196,6,left,574,1
nuerk_2005_025,197,4,left,460,1
nuerk_2005_025,198,9,right,458,1
nuerk_2005_025,199,7,right,413,1
nuerk_2005_025,200,9,right,417,0
nuerk_2005_026,1,7,right,343,1
nuerk_2005_026,2,6,left,416,1
nuerk_2005_026,3,5,right,377,1
nuerk_2005_026,4,2,left,425,1
nuerk_2005_026,5,7,right,305,1
nuerk_2005_026,6,8,left,418,1
nuerk_2005_026,7,3,right,369,1
nuerk_2005_026,8,9,right,444,1
nuerk_2005_026,9,8,left,330,1
nuerk_2005_026,10,2,left,413,1
nuerk_2005_026,11,1,right,519,1
nuerk_2005_026,12,5,right,429,1
nuerk_2005_026,13,5,right,327,1
nuerk_2005_026,14,8,left,367,1
nuerk_2005_026,15,4,left,453,1
nuerk_2005_026,16,7,right,404,1
nuerk_2005_026,17,5,right,362,1
nuerk_2005_026,18,4,left,372,1
nuerk_2005_026,19,6,left,414,1
nuerk_2005_026,20,2,left,446,1
nuerk_2005_026,21,4,left,347,1
nuerk_2005_026,22,0,left,424,1
nuerk_2005_026,23,1,right,418,1
nuerk_2005_026,24,5,right,328,1
nuerk_2005_026,25,3,right,370,1
nuerk_2005_026,26,3,right,300,1
nuerk_2005_026,27,6,left,414,1
nuerk_2005_026,28,9,right,419,1
nuerk_2005_026,29,1,right,441,0
nuerk_2005_026,30,0,left,400,1
nuerk_2005_026,31,6,left,340,1
nuerk_2005_026,32,3,right,372,1
nuerk_2005_026,33,9,right,374,1
nuerk_2005_026,34,6,left,403,1
nuerk_2005_026,35,4,left,387,1
nuerk_2005_026,36,9,right,354,1
nuerk_2005_026,37,0,left,374,1
nuerk_2005_026,38,5,right,361,1
nuerk_2005_026,39,1,right,373,1
nuerk_2005_026,40,8,left,417,1
nuerk_2005_026,41,4,left,395,1
nuerk_2005_026,42,8,left,374,1
nuerk_2005_026,43,1,right,390,1
nuerk_2005_026,44,5,right,387,1
nuerk_2005_026,45,1,right,383,1
nuerk_2005_026,46,3,right,361,1
nuerk_2005_026,47,2,left,400,1
nuerk_2005_026,48,7,right,369,0
nuerk_2005_026,49,0,left,469,1
nuerk_2005_026,50,4,left,341,0
nuerk_2005_026,51,2,left,415,1
nuerk_2005_026,52,3,right,520,1
nuerk_2005_026,53,5,right,387,1
nuerk_2005_026,54,1,right,426,1
nuerk_2005_026,55,8,left,376,1
nuerk_2005_026,56,6,left,346,1
nuerk_2005_026,57,6,left,346,1
nuerk_2005_026,58,6,left,346,1
nuerk_2005_026,59,1,right,435,1
nuerk_2005_026,60,1,right,335,1
nuerk_2005_026,61,2,left,403,1
nuerk_2005_026,62,7,right,389,1
nuerk_2005_026,63,9,right,443,1
nuerk_2005_026,64,3,right,375,1
nuerk_2005_026,65,9,right,420,1
nuerk_2005_026,66,0,left,0,0
nuerk_2005_026,67,2,left,384,1
nuerk_2005_026,68,4,left,446,1
nuerk_2005_026,69,5,right,449,1
nuerk_2005_026,70,0,left,355,1
nuerk_2005_026,71,8,left,316,1
nuerk_2005_026,72,0,left,317,1
nuerk_2005_026,73,3,right,426,1
nuerk_2005_026,74,2,left,534,1
nuerk_2005_026,75,9,right,376,1
nuerk_2005_026,76,0,left,376,1
nuerk_2005_026,77,0,left,361,1
nuerk_2005_026,78,2,left,530,0
nuerk_2005_026,79,4,left,389,1
nuerk_2005_026,80,9,right,413,1
nuerk_2005_026,81,1,right,390,1
nuerk_2005_026,82,7,right,315,1
nuerk_2005_026,83,6,left,590,1
nuerk_2005_026,84,8,left,413,1
nuerk_2005_026,85,4,left,415,1
nuerk_2005_026,86,3,right,463,1
nuerk_2005_026,87,2,left,430,1
nuerk_2005_026,88,7,right,429,1
nuerk_2005_026,89,9,right,386,1
nuerk_2005_026,90,5,right,393,1
nuerk_2005_026,91,7,right,404,1
nuerk_2005_026,92,8,left,331,1
nuerk_2005_026,93,3,right,372,1
nuerk_2005_026,94,8,left,487,1
nuerk_2005_026,95,6,left,424,1
nuerk_2005_026,96,4,left,402,1
nuerk_2005_026,97,0,left,385,1
nuerk_2005_026,98,9,right,446,0
nuerk_2005_026,99,7,right,341,1
nuerk_2005_026,100,7,right,287,1
nuerk_2005_026,101,2,right,369,1
nuerk_2005_026,102,5,left,369,1
nuerk_2005_026,103,7,left,441,1
nuerk_2005_026,104,8,right,400,1
nuerk_2005_026,105,9,left,458,1
nuerk_2005_026,106,0,right,382,1
nuerk_2005_026,107,8,right,432,1
nuerk_2005_026,108,3,left,371,1
nuerk_2005_026,109,4,right,488,1
nuerk_2005_026,110,8,right,458,1
nuerk_2005_026,111,1,left,377,1
nuerk_2005_026,112,8,right,395,0
nuerk_2005_026,113,0,right,486,1
nuerk_2005_026,114,1,left,338,1
nuerk_2005_026,115,3,left,381,1
nuerk_2005_026,116,1,left,455,1
nuerk_2005_026,117,8,right,321,1
nuerk_2005_026,118,9,left,428,1
nuerk_2005_026,119,7,left,381,1
nuerk_2005_026,120,2,right,445,1
nuerk_2005_026,121,2,right,507,1
nuerk_2005_026,122,7,left,352,1
nuerk_2005_026,123,4,right,441,1
nuerk_2005_026,124,5,left,515,1
nuerk_2005_026,125,9,left,490,1
nuerk_2005_026,126,4,right,395,1
nuerk_2005_026,127,0,right,450,1
nuerk_2005_026,128,5,left,428,1
nuerk_2005_026,129,3,left,367,1
nuerk_2005_026,130,8,right,470,1
nuerk_2005_026,131,1,left,412,1
nuerk_2005_026,132,7,left,389,0
nuerk_2005_026,133,5,left,533,1
nuerk_2005_026,134,4,right,390,1
nuerk_2005_026,135,7,left,350,1
nuerk_2005_026,136,4,right,468,1
nuerk_2005_026,137,9,left,411,1
nuerk_2005_026,138,5,left,369,1
nuerk_2005_026,139,5,left,413,1
nuerk_2005_026,140,8,right,387,1
nuerk_2005_026,141,4,right,384,1
nuerk_2005_026,142,7,left,403,1
nuerk_2005_026,143,2,right,417,1
nuerk_2005_026,144,4,right,384,1
nuerk_2005_026,145,2,right,433,0
nuerk_2005_026,146,6,right,431,1
nuerk_2005_026,147,7,left,372,1
nuerk_2005_026,148,0,right,358,1
nuerk_2005_026,149,0,right,386,1
nuerk_2005_026,150,0,right,349,1
nuerk_2005_026,151,6,right,386,1
nuerk_2005_026,152,2,right,493,1
nuerk_2005_026,153,6,right,390,1
nuerk_2005_026,154,9,left,515,1
nuerk_2005_026,155,7,left,460,1
nuerk_2005_026,156,0,right,401,1
nuerk_2005_026,157,4,right,373,1
nuerk_2005_026,158,0,right,375,1
nuerk_2005_026,159,3,left,693,1
nuerk_2005_026,160,6,right,360,1
nuerk_2005_026,161,1,left,369,1
nuerk_2005_026,162,1,left,397,1
nuerk_2005_026,163,6,right,355,1
nuerk_2005_026,164,6,right,315,1
nuerk_2005_026,165,9,left,477,1
nuerk_2005_026,166,3,left,457,1
nuerk_2005_026,167,1,left,597,1
nuerk_2005_026,168,4,right,326,1
nuerk_2005_026,169,8,right,347,0
nuerk_2005_026,170,3,left,476,1
nuerk_2005_026,171,6,right,492,1
nuerk_2005_026,172,7,left,388,1
nuerk_2005_026,173,2,right,440,1
nuerk_2005_026,174,1,left,444,1
nuerk_2005_026,175,9,left,459,1
nuerk_2005_026,176,2,right,558,1
nuerk_2005_026,177,5,left,411,1
nuerk_2005_026,178,6,right,442,0
nuerk_2005_026,179,6,right,412,1
nuerk_2005_026,180,7,left,372,1
nuerk_2005_026,181,8,right,389,1
nuerk_2005_026,182,3,left,484,1
nuerk_2005_026,183,9,left,431,1
nuerk_2005_026,184,2,right,344,1
nuerk_2005_026,185,9,left,460,1
nuerk_2005_026,186,9,left,399,1
nuerk_2005_026,187,3,left,340,1
nuerk_2005_026,188,1,left,370,1
nuerk_2005_026,189,8,right,325,1
nuerk_2005_026,190,6,right,355,1
nuerk_2005_026,191,5,left,432,1
nuerk_2005_026,192,1,left,343,1
nuerk_2005_026,193,5,left,314,1
nuerk_2005_026,194,3,left,520,0
nuerk_2005_026,195,3,left,400,1
nuerk_2005_026,196,0,right,400,1
nuerk_2005_026,197,5,left,470,1
nuerk_2005_026,198,0,right,416,1
nuerk_2005_026,199,2,right,375,0
nuerk_2005_026,200,4,right,330,1
nuerk_2005_027,1,4,left,372,1
nuerk_2005_027,2,1,right,403,1
nuerk_2005_027,3,4,left,474,1
nuerk_2005_027,4,8,left,634,1
nuerk_2005_027,5,9,right,0,0
nuerk_2005_027,6,9,right,532,1
nuerk_2005_027,7,4,left,632,1
nuerk_2005_027,8,0,left,547,0
nuerk_2005_027,9,1,right,485,1
nuerk_2005_027,10,9,right,593,1
nuerk_2005_027,11,3,right,506,1
nuerk_2005_027,12,4,left,491,1
nuerk_2005_027,13,5,right,517,1
nuerk_2005_027,14,2,left,1017,1
nuerk_2005_027,15,8,left,453,1
nuerk_2005_027,16,8,left,503,1
nuerk_2005_027,17,4,left,617,1
nuerk_2005_027,18,0,left,497,1
nuerk_2005_027,19,0,left,396,1
nuerk_2005_027,20,8,left,895,1
nuerk_2005_027,21,4,left,490,1
nuerk_2005_027,22,8,left,384,1
nuerk_2005_027,23,7,right,462,1
nuerk_2005_027,24,2,left,387,1
nuerk_2005_027,25,8,left,453,1
nuerk_2005_027,26,1,right,505,1
nuerk_2005_027,27,5,right,406,1
nuerk_2005_027,28,7,right,422,1
nuerk_2005_027,29,6,left,488,1
nuerk_2005_027,30,2,left,483,1
nuerk_2005_027,31,0,left,531,1
nuerk_2005_027,32,2,left,601,1
nuerk_2005_027,33,6,left,486,1
nuerk_2005_027,34,0,left,347,1
nuerk_2005_027,35,7,right,494,1
nuerk_2005_027,36,6,left,432,1
nuerk_2005_027,37,3,right,417,1
nuerk_2005_027,38,0,left,454,1
nuerk_2005_027,39,2,left,549,0
nuerk_2005_027,40,5,right,675,1
nuerk_2005_027,41,5,right,378,1
nuerk_2005_027,42,7,right,443,1
nuerk_2005_027,43,2,left,518,1
nuerk_2005_027,44,8,left,570,1
nuerk_2005_027,45,1,right,921,1
nuerk_2005_027,46,3,right,416,1
nuerk_2005_027,47,7,right,379,1
nuerk_2005_027,48,3,right,343,1
nuerk_2005_027,49,4,left,446,1
nuerk_2005_027,50,8,left,476,1
nuerk_2005_027,51,3,right,436,1
nuerk_2005_027,52,9,right,538,1
nuerk_2005_027,53,8,left,555,1
nuerk_2005_027,54,1,right,464,1
nuerk_2005_027,55,5,right,434,1
nuerk_2005_027,56,1,right,348,1
nuerk_2005_027,57,4,left,440,1
nuerk_2005_027,58,5,right,430,1
nuerk_2005_027,59,9,right,473,1
nuerk_2005_027,60,6,left,275,0
nuerk_2005_027,61,3,right,405,0
nuerk_2005_027,62,9,right,716,1
nuerk_2005_027,63,0,left,536,1
nuerk_2005_027,64,9,right,464,1
nuerk_2005_027,65,6,left,475,1
nuerk_2005_027,66,1,right,478,1
nuerk_2005_027,67,6,left,614,1
nuerk_2005_027,68,7,right,434,1
nuerk_2005_027,69,5,right,521,1
nuerk_2005_027,70,3,right,431,1
nuerk_2005_027,71,0,left,444,1
nuerk_2005_027,72,3,right,434,1
nuerk_2005_027,73,5,right,492,1
nuerk_2005_027,74,1,right,389,1
nuerk_2005_027,75,6,left,484,1
nuerk_2005_027,76,7,right,391,1
nuerk_2005_027,77,2,left,487,1
nuerk_2005_027,78,6,left,455,0
nuerk_2005_027,79,2,left,622,1
nuerk_2005_027,80,2,left,343,1
nuerk_2005_027,81,4,left,546,1
nuerk_2005_027,82,9,right,955,1
nuerk_2005_027,83,7,right,479,1
nuerk_2005_027,84,0,left,471,1
nuerk_2005_027,85,5,right,618,1
nuerk_2005_027,86,9,right,501,1
nuerk_2005_027,87,7,right,374,1
nuerk_2005_027,88,7,right,333,1
nuerk_2005_027,89,4,left,416,1
nuerk_2005_027,90,1,right,450,1
nuerk_2005_027,91,9,right,445,1
nuerk_2005_027,92,8,left,376,1
nuerk_2005_027,93,3,right,449,1
nuerk_2005_027,94,6,left,387,0
nuerk_2005_027,95,1,right,470,1
nuerk_2005_027,96,5,right,431,1
nuerk_2005_027,97,0,left,574,1
nuerk_2005_027,98,6,left,434,0
nuerk_2005_027,99,3,right,564,1
nuerk_2005_027,100,2,left,548,1
nuerk_2005_027,101,5,left,514,1
nuerk_2005_027,102,3,left,562,1
nuerk_2005_027,103,6,right,691,1
nuerk_2005_027,104,5,left,530,1
nuerk_2005_027,105,6,right,1080,1
nuerk_2005_027,106,4,right,488,1
nuerk_2005_027,107,4,right,356,1
nuerk_2005_027,108,2,right,434,0
nuerk_2005_027,109,3,left,446,1
nuerk_2005_027,110,3,left,346,1
nuerk_2005_027,111,3,left,308,1
nuerk_2005_027,112,2,right,398,1
nuerk_2005_027,113,8,right,413,1
nuerk_2005_027,114,1,left,344,1
nuerk_2005_027,115,8,right,391,1
nuerk_2005_027,116,4,right,489,1
nuerk_2005_027,117,2,right,357,1
nuerk_2005_027,118,9,left,452,1
nuerk_2005_027,119,6,right,533,1
nuerk_2005_027,120,6,right,476,1
nuerk_2005_027,121,8,right,528,1
nuerk_2005_027,122,9,left,456,1
nuerk_2005_027,123,4,right,535,1
nuerk_2005_027,124,7,left,519,1
nuerk_2005_027,125,6,right,371,1
nuerk_2005_027,126,2,right,561,1
nuerk_2005_027,127,0,right,432,1
nuerk_2005_027,128,2,right,374,1
nuerk_2005_027,129,1,left,446,1
nuerk_2005_027,130,1,left,451,1
nuerk_2005_027,131,3,left,588,1
nuerk_2005_027,132,3,left,440,1
nuerk_2005_027,133,8,right,472,1
nuerk_2005_027,134,3,left,429,1
nuerk_2005_027,135,6,right,487,1
nuerk_2005_027,136,0,right,439,0
nuerk_2005_027,137,1,left,426,1
nuerk_2005_027,138,7,left,404,1
nuerk_2005_027,139,1,left,355,1
nuerk_2005_027,140,6,right,463,1
nuerk_2005_027,141,0,right,578,1
nuerk_2005_027,142,0,right,414,1
nuerk_2005_027,143,9,left,374,1
nuerk_2005_027,144,4,right,478,1
nuerk_2005_027,145,5,left,396,1
nuerk_2005_027,146,5,left,405,1
nuerk_2005_027,147,1,left,375,1
nuerk_2005_027,148,1,left,345,1
nuerk_2005_027,149,9,left,547,1
nuerk_2005_027,150,7,left,468,1
nuerk_2005_027,151,1,left,425,1
nuerk_2005_027,152,2,right,435,1
nuerk_2005_027,153,0,right,449,1
nuerk_2005_027,154,4,right,427,0
nuerk_2005_027,155,1,left,424,1
nuerk_2005_027,156,8,right,506,1
nuerk_2005_027,157,3,left,419,1
nuerk_2005_027,158,0,right,514,1
nuerk_2005_027,159,9,left,461,1
nuerk_2005_027,160,2,right,445,1
nuerk_2005_027,161,3,left,433,1
nuerk_2005_027,162,4,right,544,1
nuerk_2005_027,163,6,right,520,1
nuerk_2005_027,164,9,left,516,1
nuerk_2005_027,165,5,left,794,1
nuerk_2005_027,166,7,left,445,1
nuerk_2005_027,167,7,left,345,1
nuerk_2005_027,168,7,left,418,1
nuerk_2005_027,169,4,right,440,1
nuerk_2005_027,170,9,left,545,1
nuerk_2005_027,171,6,right,587,1
nuerk_2005_027,172,2,right,472,1
nuerk_2005_027,173,5,left,474,1
nuerk_2005_027,174,2,right,460,1
nuerk_2005_027,175,9,left,746,1
nuerk_2005_027,176,5,left,684,1
nuerk_2005_027,177,5,left,330,1
nuerk_2005_027,178,7,left,441,1
nuerk_2005_027,179,2,right,430,1
nuerk_2005_027,180,9,left,457,1
nuerk_2005_027,181,9,left,441,0
nuerk_2005_027,182,7,left,487,1
nuerk_2005_027,183,7,left,381,1
nuerk_2005_027,184,1,left,384,1
nuerk_2005_027,185,8,right,419,1
nuerk_2005_027,186,4,right,400,1
nuerk_2005_027,187,0,right,411,1
nuerk_2005_027,188,5,left,444,1
nuerk_2005_027,189,8,right,578,1
nuerk_2005_027,190,0,right,442,1
nuerk_2005_027,191,6,right,543,1
nuerk_2005_027,192,8,right,520,1
nuerk_2005_027,193,4,right,459,1
nuerk_2005_027,194,0,right,410,1
nuerk_2005_027,195,5,left,413,1
nuerk_2005_027,196,7,left,330,1
nuerk_2005_027,197,3,left,323,1
nuerk_2005_027,198,0,right,391,1
nuerk_2005_027,199,8,right,748,1
nuerk_2005_027,200,8,right,370,1
nuerk_2005_028,1,6,left,442,1
nuerk_2005_028,2,8,left,485,1
nuerk_2005_028,3,9,right,508,1
nuerk_2005_028,4,6,left,436,0
nuerk_2005_028,5,5,right,527,1
nuerk_2005_028,6,3,right,451,1
nuerk_2005_028,7,5,right,473,1
nuerk_2005_028,8,1,right,430,0
nuerk_2005_028,9,0,left,586,1
nuerk_2005_028,10,2,left,463,0
nuerk_2005_028,11,9,right,520,1
nuerk_2005_028,12,5,right,528,0
nuerk_2005_028,13,8,left,656,1
nuerk_2005_028,14,0,left,553,1
nuerk_2005_028,15,9,right,432,1
nuerk_2005_028,16,2,left,443,1
nuerk_2005_028,17,6,left,592,0
nuerk_2005_028,18,8,left,544,1
nuerk_2005_028,19,3,right,462,1
nuerk_2005_028,20,3,right,519,1
nuerk_2005_028,21,8,left,498,1
nuerk_2005_028,22,1,right,600,1
nuerk_2005_028,23,4,left,443,1
nuerk_2005_028,24,2,left,590,0
nuerk_2005_028,25,9,right,659,0
nuerk_2005_028,26,0,left,599,1
nuerk_2005_028,27,0,left,512,1
nuerk_2005_028,28,7,right,447,1
nuerk_2005_028,29,1,right,498,1
nuerk_2005_028,30,7,right,414,1
nuerk_2005_028,31,7,right,361,1
nuerk_2005_028,32,7,right,359,1
nuerk_2005_028,33,3,right,395,1
nuerk_2005_028,34,3,right,378,1
nuerk_2005_028,35,1,right,369,1
nuerk_2005_028,36,4,left,513,1
nuerk_2005_028,37,5,right,490,1
nuerk_2005_028,38,3,right,386,1
nuerk_2005_028,39,7,right,368,1
nuerk_2005_028,40,9,right,467,1
nuerk_2005_028,41,8,left,425,1
nuerk_2005_028,42,7,right,418,1
nuerk_2005_028,43,9,right,428,1
nuerk_2005_028,44,6,left,484,1
nuerk_2005_028,45,1,right,432,1
nuerk_2005_028,46,9,right,516,0
nuerk_2005_028,47,9,right,429,1
nuerk_2005_028,48,4,left,440,1
nuerk_2005_028,49,5,right,371,1
nuerk_2005_028,50,4,left,486,1
nuerk_2005_028,51,2,left,468,0
nuerk_2005_028,52,6,left,657,1
nuerk_2005_028,53,4,left,424,1
nuerk_2005_028,54,2,left,447,0
nuerk_2005_028,55,3,right,847,0
nuerk_2005_028,56,2,left,525,1
nuerk_2005_028,57,0,left,518,1
nuerk_2005_028,58,3,right,514,1
nuerk_2005_028,59,2,left,461,1
nuerk_2005_028,60,0,left,456,1
nuerk_2005_028,61,2,left,508,0
nuerk_2005_028,62,9,right,613,0
nuerk_2005_028,63,0,left,516,1
nuerk_2005_028,64,8,left,464,0
nuerk_2005_028,65,6,left,546,1
nuerk_2005_028,66,7,right,513,1
nuerk_2005_028,67,0,left,489,1
nuerk_2005_028,68,6,left,512,1
nuerk_2005_028,69,5,right,458,1
nuerk_2005_028,70,4,left,456,1
nuerk_2005_028,71,5,right,584,1
nuerk_2005_028,72,1,right,489,0
nuerk_2005_028,73,8,left,528,0
nuerk_2005_028,74,3,right,498,0
nuerk_2005_028,75,1,right,512,0
nuerk_2005_028,76,7,right,517,1
nuerk_2005_028,77,9,right,451,1
nuerk_2005_028,78,4,left,457,1
nuerk_2005_028,79,6,left,499,0
nuerk_2005_028,80,2,left,701,1
nuerk_2005_028,81,8,left,412,1
nuerk_2005_028,82,5,right,475,1
nuerk_2005_028,83,5,right,451,1
nuerk_2005_028,84,4,left,528,1
nuerk_2005_028,85,0,left,626,1
nuerk_2005_028,86,1,right,469,1
nuerk_2005_028,87,8,left,430,0
nuerk_2005_028,88,8,left,401,0
nuerk_2005_028,89,5,right,471,0
nuerk_2005_028,90,7,right,575,1
nuerk_2005_028,91,3,right,465,1
nuerk_2005_028,92,6,left,591,1
nuerk_2005_028,93,4,left,438,1
nuerk_2005_028,94,6,left,381,1
nuerk_2005_028,95,1,right,533,1
nuerk_2005_028,96,0,left,531,1
nuerk_2005_028,97,2,left,572,1
nuerk_2005_028,98,1,right,630,1
nuerk_2005_028,99,4,left,530,1
nuerk_2005_028,100,7,right,454,0
nuerk_2005_028,101,8,right,479,1
nuerk_2005_028,102,0,right,469,0
nuerk_2005_028,103,2,right,630,1
nuerk_2005_028,104,5,left,487,1
nuerk_2005_028,105,7,left,591,1
nuerk_2005_028,106,0,right,500,0
nuerk_2005_028,107,9,left,607,1
nuerk_2005_028,108,1,left,511,1
nuerk_2005_028,109,0,right,456,0
nuerk_2005_028,110,2,right,699,1
nuerk_2005_028,111,8,right,487,1
nuerk_2005_028,112,5,left,477,1
nuerk_2005_028,113,5,left,506,1
nuerk_2005_028,114,6,right,463,1
nuerk_2005_028,115,7,left,473,1
nuerk_2005_028,116,4,right,634,1
nuerk_2005_028,117,6,right,434,1
nuerk_2005_028,118,1,left,447,1
nuerk_2005_028,119,8,right,411,1
nuerk_2005_028,120,7,left,487,1
nuerk_2005_028,121,4,right,613,1
nuerk_2005_028,122,9,left,531,1
nuerk_2005_028,123,0,right,604,1
nuerk_2005_028,124,3,left,474,1
nuerk_2005_028,125,7,left,534,0
nuerk_2005_028,126,8,right,449,1
nuerk_2005_028,127,2,right,573,1
nuerk_2005_028,128,5,left,447,1
nuerk_2005_028,129,4,right,521,1
nuerk_2005_028,130,0,right,558,0
nuerk_2005_028,131,9,left,485,0
nuerk_2005_028,132,1,left,577,1
nuerk_2005_028,133,3,left,453,1
nuerk_2005_028,134,7,left,532,1
nuerk_2005_028,135,5,left,442,1
nuerk_2005_028,136,6,right,446,1
nuerk_2005_028,137,9,left,578,1
nuerk_2005_028,138,1,left,540,1
nuerk_2005_028,139,7,left,514,1
nuerk_2005_028,140,7,left,373,1
nuerk_2005_028,141,8,right,403,1
nuerk_2005_028,142,0,right,505,1
nuerk_2005_028,143,6,right,421,1
nuerk_2005_028,144,3,left,457,1
nuerk_2005_028,145,4,right,599,1
nuerk_2005_028,146,8,right,400,1
nuerk_2005_028,147,6,right,357,1
nuerk_2005_028,148,6,right,369,1
nuerk_2005_028,149,2,right,371,1
nuerk_2005_028,150,2,right,344,1
nuerk_2005_028,151,5,left,475,1
nuerk_2005_028,152,9,left,563,1
nuerk_2005_028,153,4,right,517,1
nuerk_2005_028,154,5,left,440,1
nuerk_2005_028,155,4,right,588,1
nuerk_2005_028,156,7,left,498,1
nuerk_2005_028,157,6,right,500,1
nuerk_2005_028,158,8,right,416,1
nuerk_2005_028,159,5,left,446,1
nuerk_2005_028,160,9,left,412,0
nuerk_2005_028,161,1,left,488,1
nuerk_2005_028,162,6,right,527,1
nuerk_2005_028,163,0,right,483,0
nuerk_2005_028,164,3,left,675,1
nuerk_2005_028,165,6,right,627,1
nuerk_2005_028,166,4,right,456,1
nuerk_2005_028,167,5,left,597,1
nuerk_2005_028,168,5,left,466,1
nuerk_2005_028,169,1,left,491,1
nuerk_2005_028,170,4,right,545,1
nuerk_2005_028,171,3,left,463,1
nuerk_2005_028,172,9,left,617,1
nuerk_2005_028,173,3,left,454,1
nuerk_2005_028,174,4,right,488,0
nuerk_2005_028,175,8,right,601,1
nuerk_2005_028,176,3,left,486,1
nuerk_2005_028,177,3,left,466,1
nuerk_2005_028,178,1,left,461,1
nuerk_2005_028,179,1,left,501,1
nuerk_2005_028,180,7,left,616,1
nuerk_2005_028,181,7,left,476,1
nuerk_2005_028,182,2,right,541,1
nuerk_2005_028,183,1,left,486,1
nuerk_2005_028,184,4,right,536,1
nuerk_2005_028,185,6,right,480,1
nuerk_2005_028,186,1,left,441,1
nuerk_2005_028,187,0,right,683,0
nuerk_2005_028,188,2,right,592,1
nuerk_2005_028,189,8,right,618,0
nuerk_2005_028,190,3,left,743,1
nuerk_2005_028,191,2,right,504,1
nuerk_2005_028,192,0,right,666,1
nuerk_2005_028,193,9,left,581,1
nuerk_2005_028,194,2,right,504,1
nuerk_2005_028,195,3,left,504,1
nuerk_2005_028,196,9,left,448,0
nuerk_2005_028,197,2,right,454,0
nuerk_2005_028,198,0,right,591,1
nuerk_2005_028,199,9,left,559,1
nuerk_2005_028,200,8,right,582,1
nuerk_2005_029,1,8,left,529,1
nuerk_2005_029,2,1,right,660,1
